original_commit_type,commit_hash,file_path,classification_label,commit_date,author,is_ai_generated,commit_message
Human,73a247197ffd1c32bba21be518aa532c2e45c7a0,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-18 15:10:27 +0200,Benjamin Pasero,True,Status: NES shows checked but disabled (fix microsoft/vscode-copilot#16139) (#246890)
Human,6d602d0d4f0a82ba158a366deb7ad7685ae96579,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-18 18:05:27 +0200,Benjamin Pasero,False,chat - quota wording tweaks (#246891)
Human,f8e7bad5673a9ebf0365befb8f6af9b6dd50dce8,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-27 07:38:34 +0200,Benjamin Pasero,False,chat - quota indicator tweaks (#247504)
Human,c456afbf30ea22be07e2ec867db6c024ca7748ca,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-28 13:11:46 +0200,Benjamin Pasero,False,chat - clarify quota indication when overage (#247591)
Human,be09a4fd86045add256894c324b08a671226dea6,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-29 09:10:35 +0200,Benjamin Pasero,False,chat - tweaks to quota indicator (#247710)
Human,d174be7f3a37bc5198028f424fb13910b7753556,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-29 16:55:15 +0200,Benjamin Pasero,False,chat - tweaks to quota indicator (#247752)
Human,838043fe313e08f6736c66ecea78ef30ce3c7042,src/vs/workbench/contrib/chat/browser/chatStatus.ts,feat,2025-04-30 09:23:18 +0200,Benjamin Pasero,True,Add telemetry event for users enabling/disabling NES and completions from status bar entry (fix microsoft/vscode-copilot#16800) (#247822)
Human,6106a41c72dff67f1d33023fa9a2b07bf7d2df6c,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-02 19:52:34 +0200,Logan Ramos,False,Use international number formatter to display quota percentage (#248030)
Human,44cc351e540a8672b5a92d424c4f53222a7b5d7d,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-03 07:22:47 -0700,Benjamin Pasero,False,debt - enforce lazy and safe `Intl` usage (#248063)
Human,5ef4bfe47555e1ec90f45cf0fb6e8ec43f3d8666,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-03 07:24:26 -0700,Benjamin Pasero,True,Hide button to manage overages for enterprise/business users (microsoft/vscode-copilot#16963) (#248065)
Human,c9c54f9e775e5f57d97bef796797b5bc670c8150,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-05 09:14:18 +0200,Benjamin Pasero,False,chat - adopt overage formatter (#248115)
Human,8ffb9e92bea75e26104236d0a0c617cca8410992,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-09 08:16:27 -0700,Benjamin Pasero,False,chat - cleanup chat setup state (#248511)
Human,422fae9b6aedbfde81b2b323dbddcf96c529aff8,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-09 23:11:49 -0700,Benjamin Pasero,False,chat - improve disabled state handling (#248590)
Human,10a9a9edda0466a30043d213e7bedb6ad829311e,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-10 11:03:26 -0700,Benjamin Pasero,False,chat - tweak how quota indicators render (#248595)
Human,39197847793cdf08e0ace38e0107195f32371afc,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-15 01:17:03 -0700,Benjamin Pasero,False,chat - go through setup dialog when signed out from status bar (#248997)
Human,702df123da6cb098cc2656f4ba8c477d6ccc6be6,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-05-21 11:07:34 +0200,Benjamin Christopher Simmonds,False,"Rename ""Next Edit Suggestions"" to ""Next edit suggestions"" and ""Code Completion"" to ""Code completion"" (#249428)"
Human,1b63c82c3963a0beeee5f74fe440e7ff8f97b6da,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-05-24 09:55:33 +0200,Benjamin Pasero,False,chat - rename limited => free (#249703)
Human,519df4f08646561bc1fc6b142dab9d80c1bf225c,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-06-04 06:23:14 -0700,Benjamin Pasero,True,PLG: Guide users to continue or finish setup (microsoft/vscode-copilot#16775) (#250614)
Human,c8e26d3951fbf4f1d90ffc8eb161e3e6776e98b4,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-06-05 01:42:56 -0700,Benjamin Pasero,False,chat - tweak indicator for setup to more cohorts (#250724)
Human,102ea798bad26b8daea6b1e4d97d2079bcb8ce37,src/vs/workbench/contrib/chat/browser/chatStatus.ts,ch,2025-06-26 06:36:06 -0700,Benjamin Pasero,False,chat - promote `continueLaterIndicator` to be on without experiment (#252499)
Human,1b00036b7af1678cebc555d30cc8248286de2901,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-06-27 21:05:17 +0200,Benjamin Pasero,False,chat - treat untrusted workspaces specially (#252644)
Human,6e3a2e0032d67d4c4f5f2547c3bc768f9095493a,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-06-27 21:25:13 +0200,Benjamin Pasero,False,fix: prevent untrusted chat sentiment from displaying settings option (#252684)
Human,cdb66ca25d67ccb27b62412653b02e29e3ac09a6,src/vs/workbench/contrib/chat/browser/chatStatus.ts,feat,2025-07-01 10:40:31 +0200,Benjamin Christopher Simmonds,False,Add snooze button for completions / NES (#253024)
Human,94ea5b31f469d82d46bfdd36cb62c1073dc3e05f,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-07-02 12:31:00 +0200,Benjamin Christopher Simmonds,False,Change snooze title and description (#253616)
Human,9d28256bf954d520e86f3c49e7858163be0d7f66,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-07-03 16:22:02 +0000,Benjamin Christopher Simmonds,False,Add localization for cancel snooze action and tweak css (#253940)
Human,264329bf8e8e1d623fe41b350e22ca2f88594212,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-07-03 22:39:36 +0200,Benjamin Christopher Simmonds,False,use the snooze icon (#253950)
Human,eebf50256e9aafec43755d3a25d1835d2bc9e8ec,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-07-03 21:29:22 +0000,Benjamin Christopher Simmonds,False,Change 'Completions' to 'Code Completions' (#253992)
Human,4bfa684c0655067cce36f859be56f83b5ca8f059,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-07-03 21:39:12 +0000,Benjamin Christopher Simmonds,False,"minor fixes, 3rd try to get PRs merged (#253999)"
Human,cee559ce6d0644300259571a079b083f5f008f37,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-08-06 04:48:52 -0700,Copilot,True,Copilot quota bar uses incorrect theme colors (fix #256443) (#259965)
Human,a7bd41ff39843f2423a5a301734aa18489634b02,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-08-20 08:35:01 +0000,Benjamin Pasero,False,chat - indicate quota reset time if present (#262456)
Human,4157e72a8bc12caf00dfd7666ee5c4347a058c0f,src/vs/workbench/contrib/chat/browser/chatStatus.ts,feat,2025-08-21 17:10:47 -0700,Osvaldo Ortega,True,Adding chat sessions to copilot status (#262810)
Human,cf93804e070ab26abcf5c2d7fcdc0e935e58bf19,src/vs/workbench/contrib/chat/common/chatQuotasService.ts,refactor,2025-02-21 10:18:14 -0700,Benjamin Pasero,False,chat - refactor status entry (#241454)
Human,27ada980cf9d594c900a8ea5e589d052e0e43017,src/vs/workbench/contrib/chat/common/chatQuotasService.ts,fix,2025-02-22 12:10:58 +0100,Benjamin Pasero,False,chat status tweaks (#241561)
Human,79678deb716809950ca507ea9edc0cf56631d399,src/vs/workbench/contrib/chat/common/chatQuotasService.ts,fix,2025-02-23 16:15:30 +0000,Benjamin Pasero,False,status - chat tweaks (#241620)
Human,6b92583707d8c4e07ca51b7782cf12edda07e785,src/vs/workbench/contrib/chat/common/chatQuotasService.ts,refactor,2025-02-27 19:00:14 +0100,Benjamin Pasero,False,chat - remove hardcoded quota massaging (#242214)
Human,23e2fba193d92bf4a8cb6c0a4b61220aef74a03f,src/vs/workbench/contrib/chat/common/chatQuotasService.ts,feat,2025-03-01 15:18:22 +0000,Benjamin Pasero,False,chat - make status a control with lifecycle and adopt more services (#242376)
Human,e8c27bc34442a660e50e97331ef7ace6bc9fa9be,src/vs/workbench/contrib/chat/common/chatQuotasService.ts,fix,2025-03-02 09:31:58 +0100,Benjamin Pasero,False,chat - merge quota and entitlement service (#242408)
Human,60634f869020a756128646b2a8324d2f13889313,extensions/vscode-colorize-tests/test/colorize-fixtures/test-241001.ts,test,2025-02-21 11:10:26 +0000,Alex Ross,False,Make some more tree sitter typescript fixes (#241358)
Human,60634f869020a756128646b2a8324d2f13889313,extensions/vscode-colorize-tests/test/colorize-results/test-241001_ts.json,test,2025-02-21 11:10:26 +0000,Alex Ross,False,Make some more tree sitter typescript fixes (#241358)
Human,5ff58539b431a007f7839d91d986cbc4a8e6a715,extensions/vscode-colorize-tests/test/colorize-results/test-241001_ts.json,fix,2025-03-05 11:07:56 +0000,Alex Ross,False,Support targeting multiple scopes in a theme with tree sitter (#241703)
Human,dfcb5f367c9ba990170d1709ecd662c1da8cf9d2,extensions/vscode-colorize-tests/test/colorize-results/test-241001_ts.json,fix,2025-03-05 09:37:10 -0800,Alex Ross,False,Night Owl Light appears much more blue with Tree Sitter highlighting (#242058)
Human,da2bbdda8023de06d0633129267b3a1088992557,extensions/vscode-colorize-tests/test/colorize-results/test-241001_ts.json,fix,2025-03-10 10:17:02 -0700,Alex Ross,False,`tree-sitter` doesn't apply some scopes (part 3) (#243088)
Human,60634f869020a756128646b2a8324d2f13889313,extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-241001_ts.json,test,2025-02-21 11:10:26 +0000,Alex Ross,False,Make some more tree sitter typescript fixes (#241358)
Human,d601e51c36f237af27dfa0e9d9d918a194b2a08c,src/vs/workbench/contrib/chat/browser/actions/chatAttachPromptAction/dialogs/showHowToCreate.ts,refactor,2025-02-20 23:38:43 -0800,Oleg Solomko,False,"refactor dialog utilities of the ""use prompt command"""
Human,c6b1d6d63170c2f29aef3249c6673bc568948e6c,src/vs/workbench/contrib/chat/browser/actions/chatAttachPromptAction/dialogs/showHowToCreate.ts,fix,2025-02-27 18:06:35 -0800,Oleg Solomko,False,fix issue related to no prompts showing up and always keep the docs item in the list
